year,quarter,gouvernorat,gender,education,metric,unit,value,source,is_post_revolution,is_covid_period,is_recent,gender_encoded,education_encoded,is_national,metric_encoded,is_augmented,quarter_num,value_normalized
2025,deuxième-trimestre 2025,national,total,all,rate_pct,percent,15.3,general_gender_rate,1,0,1,0,0,1,1,0,2,0.2498
2025,troisième-trimestre 2025,national,total,all,rate_pct,percent,15.4,general_gender_rate,1,0,1,0,0,1,1,0,3,0.2537
2025,quatrième-trimestre 2025,national,total,all,rate_pct,percent,15.2,general_gender_rate,1,0,1,0,0,1,1,0,4,0.2459
2024,première-trimestre 2024,national,male,all,rate_pct,percent,13.6,general_gender_rate,1,0,1,1,0,1,1,0,1,0.1842
2024,deuxième-trimestre 2024,national,male,all,rate_pct,percent,13.6,general_gender_rate,1,0,1,1,0,1,1,0,2,0.1842
2024,troisième-trimestre 2024,national,male,all,rate_pct,percent,13.3,general_gender_rate,1,0,1,1,0,1,1,0,3,0.1726
2024,quatrième-trimestre 2024,national,male,all,rate_pct,percent,12.7,general_gender_rate,1,0,1,1,0,1,1,0,4,0.1494
2025,première-trimestre 2025,national,male,all,rate_pct,percent,13.6,general_gender_rate,1,0,1,1,0,1,1,0,1,0.1842
2025,deuxième-trimestre 2025,national,male,all,rate_pct,percent,12.6,general_gender_rate,1,0,1,1,0,1,1,0,2,0.1456
2025,troisième-trimestre 2025,national,male,all,rate_pct,percent,12.1,general_gender_rate,1,0,1,1,0,1,1,0,3,0.1263
2025,quatrième-trimestre 2025,national,male,all,rate_pct,percent,12.6,general_gender_rate,1,0,1,1,0,1,1,0,4,0.1456
2024,première-trimestre 2024,national,female,all,rate_pct,percent,22.0,general_gender_rate,1,0,1,2,0,1,1,0,1,0.5085
2024,deuxième-trimestre 2024,national,female,all,rate_pct,percent,21.3,general_gender_rate,1,0,1,2,0,1,1,0,2,0.4815
2024,troisième-trimestre 2024,national,female,all,rate_pct,percent,22.1,general_gender_rate,1,0,1,2,0,1,1,0,3,0.5124
2024,quatrième-trimestre 2024,national,female,all,rate_pct,percent,23.1,general_gender_rate,1,0,1,2,0,1,1,0,4,0.551
2025,première-trimestre 2025,national,female,all,rate_pct,percent,20.3,general_gender_rate,1,0,1,2,0,1,1,0,1,0.4429
2025,deuxième-trimestre 2025,national,female,all,rate_pct,percent,20.9,general_gender_rate,1,0,1,2,0,1,1,0,2,0.466
2025,troisième-trimestre 2025,national,female,all,rate_pct,percent,22.4,general_gender_rate,1,0,1,2,0,1,1,0,3,0.5239
2025,quatrième-trimestre 2025,national,female,all,rate_pct,percent,20.8,general_gender_rate,1,0,1,2,0,1,1,0,4,0.4622
2021,deuxième-trimestre 2021,national,total,all,count_thousands,count,746.4,active_unemployed_national,1,1,0,0,0,1,0,0,2,0.9522
2021,troisième-trimestre 2021,national,total,all,count_thousands,count,762.7,active_unemployed_national,1,1,0,0,0,1,0,0,3,0.973
2021,quatrième-trimestre 2021,national,total,all,count_thousands,count,673.5,active_unemployed_national,1,1,0,0,0,1,0,0,4,0.859
2022,première-trimestre 2022,national,total,all,count_thousands,count,653.2,active_unemployed_national,1,0,1,0,0,1,0,0,1,0.833
2022,deuxième-trimestre 2022,national,total,all,count_thousands,count,626.1,active_unemployed_national,1,0,1,0,0,1,0,0,2,0.7984
2022,troisième-trimestre 2022,national,total,all,count_thousands,count,613.6,active_unemployed_national,1,0,1,0,0,1,0,0,3,0.7824
2022,quatrième-trimestre 2022,national,total,all,count_thousands,count,624.6,active_unemployed_national,1,0,1,0,0,1,0,0,4,0.7965
2023,première-trimestre 2023,national,total,all,count_thousands,count,655.8,active_unemployed_national,1,0,1,0,0,1,0,0,1,0.8364
2023,deuxième-trimestre 2023,national,total,all,count_thousands,count,638.1,active_unemployed_national,1,0,1,0,0,1,0,0,2,0.8137
2021,deuxième-trimestre 2021,national,male,all,count_thousands,count,440.5,active_unemployed_national,1,1,0,1,0,1,0,0,2,0.5611
2021,troisième-trimestre 2021,national,male,all,count_thousands,count,452.7,active_unemployed_national,1,1,0,1,0,1,0,0,3,0.5767
2021,quatrième-trimestre 2021,national,male,all,count_thousands,count,390.0,active_unemployed_national,1,1,0,1,0,1,0,0,4,0.4966
2022,première-trimestre 2022,national,male,all,count_thousands,count,395.9,active_unemployed_national,1,0,1,1,0,1,0,0,1,0.5041
2022,deuxième-trimestre 2022,national,male,all,count_thousands,count,371.0,active_unemployed_national,1,0,1,1,0,1,0,0,2,0.4723
2022,troisième-trimestre 2022,national,male,all,count_thousands,count,373.7,active_unemployed_national,1,0,1,1,0,1,0,0,3,0.4757
2022,quatrième-trimestre 2022,national,male,all,count_thousands,count,368.0,active_unemployed_national,1,0,1,1,0,1,0,0,4,0.4684
2023,première-trimestre 2023,national,male,all,count_thousands,count,397.2,active_unemployed_national,1,0,1,1,0,1,0,0,1,0.5058
2023,deuxième-trimestre 2023,national,male,all,count_thousands,count,377.5,active_unemployed_national,1,0,1,1,0,1,0,0,2,0.4806
2021,deuxième-trimestre 2021,national,female,all,count_thousands,count,305.9,active_unemployed_national,1,1,0,2,0,1,0,0,2,0.389
2021,troisième-trimestre 2021,national,female,all,count_thousands,count,310.0,active_unemployed_national,1,1,0,2,0,1,0,0,3,0.3943
2021,quatrième-trimestre 2021,national,female,all,count_thousands,count,283.5,active_unemployed_national,1,1,0,2,0,1,0,0,4,0.3604
2022,première-trimestre 2022,national,female,all,count_thousands,count,257.3,active_unemployed_national,1,0,1,2,0,1,0,0,1,0.3269
2022,deuxième-trimestre 2022,national,female,all,count_thousands,count,255.1,active_unemployed_national,1,0,1,2,0,1,0,0,2,0.3241
2022,troisième-trimestre 2022,national,female,all,count_thousands,count,239.9,active_unemployed_national,1,0,1,2,0,1,0,0,3,0.3047
2022,quatrième-trimestre 2022,national,female,all,count_thousands,count,256.6,active_unemployed_national,1,0,1,2,0,1,0,0,4,0.326
2023,première-trimestre 2023,national,female,all,count_thousands,count,258.6,active_unemployed_national,1,0,1,2,0,1,0,0,1,0.3286
2023,deuxième-trimestre 2023,national,female,all,count_thousands,count,260.6,active_unemployed_national,1,0,1,2,0,1,0,0,2,0.3311
2011,,Tunis,total,all,count_thousands,count,67.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0843
2011,,Sfax,total,all,count_thousands,count,33.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0408
2011,,Ben Arous,total,all,count_thousands,count,35.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0427
2011,,Nabeul,total,all,count_thousands,count,40.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0491
2011,,Jendouba,total,all,count_thousands,count,23.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0274
2011,,Sousse,total,all,count_thousands,count,34.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0414
2011,,Bizerte,total,all,count_thousands,count,27.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0325
2011,,L'Ariana,total,all,count_thousands,count,25.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0299
2011,,Kasserine,total,all,count_thousands,count,29.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0357
2011,,Manouba,total,all,count_thousands,count,30.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0363
2011,,Mahdia,total,all,count_thousands,count,20.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0235
2011,,Medenine,total,all,count_thousands,count,25.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0299
2011,,Kairouan,total,all,count_thousands,count,23.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.028
2011,,Monastir,total,all,count_thousands,count,11.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.012
2011,,Gab�s,total,all,count_thousands,count,24.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0286
2011,,Gafsa,total,all,count_thousands,count,30.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0369
2011,,Kef,total,all,count_thousands,count,13.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0146
2011,,B�ja,total,all,count_thousands,count,17.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0197
2011,,Siliana,total,all,count_thousands,count,12.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0139
2011,,Sidi Bouzid,total,all,count_thousands,count,30.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0369
2011,,Tozeur,total,all,count_thousands,count,8.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0088
2011,,K�bili,total,all,count_thousands,count,9.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0101
2011,,Tataouine,total,all,count_thousands,count,15.5,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0178
2011,,Zaghouan,total,all,count_thousands,count,5.0,regional_interpolated,1,0,0,0,0,0,0,1,0,0.0043
2007,,Tunis,total,all,count_thousands,count,44.66,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0551
2007,,Tunis,total,all,count_thousands,count,43.82,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.054
2007,,Tunis,total,all,count_thousands,count,44.85,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0553
2007,,Tunis,total,all,count_thousands,count,46.01,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0568
2007,,Tunis,total,all,count_thousands,count,43.69,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0538
2008,,Tunis,total,all,count_thousands,count,47.66,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0589
2008,,Tunis,total,all,count_thousands,count,50.27,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0622
2008,,Tunis,total,all,count_thousands,count,49.11,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0607
2008,,Tunis,total,all,count_thousands,count,47.32,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0585
2008,,Tunis,total,all,count_thousands,count,48.78,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0603
2009,,Tunis,total,all,count_thousands,count,39.44,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0484
2009,,Tunis,total,all,count_thousands,count,39.44,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0484
2009,,Tunis,total,all,count_thousands,count,40.29,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0495
2009,,Tunis,total,all,count_thousands,count,37.7,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0462
2009,,Tunis,total,all,count_thousands,count,37.93,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0464
2010,,Tunis,total,all,count_thousands,count,52.11,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0646
2010,,Tunis,total,all,count_thousands,count,51.39,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0637
2010,,Tunis,total,all,count_thousands,count,53.5,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0664
2010,,Tunis,total,all,count_thousands,count,51.56,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0639
2010,,Tunis,total,all,count_thousands,count,50.75,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0628
2012,,Tunis,total,all,count_thousands,count,85.61,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1074
2012,,Tunis,total,all,count_thousands,count,81.44,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1021
2012,,Tunis,total,all,count_thousands,count,82.17,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.103
2012,,Tunis,total,all,count_thousands,count,78.5,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0983
2012,,Tunis,total,all,count_thousands,count,80.66,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1011
2013,,Tunis,total,all,count_thousands,count,73.24,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0916
2013,,Tunis,total,all,count_thousands,count,70.48,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0881
2013,,Tunis,total,all,count_thousands,count,73.82,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0923
2013,,Tunis,total,all,count_thousands,count,71.68,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0896
2013,,Tunis,total,all,count_thousands,count,72.36,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0905
2014,,Tunis,total,all,count_thousands,count,55.97,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0695
2014,,Tunis,total,all,count_thousands,count,60.17,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0749
2014,,Tunis,total,all,count_thousands,count,56.98,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0708
2014,,Tunis,total,all,count_thousands,count,55.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0685
2014,,Tunis,total,all,count_thousands,count,58.41,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0726
2015,,Tunis,total,all,count_thousands,count,79.0,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.099
2015,,Tunis,total,all,count_thousands,count,82.51,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1034
2015,,Tunis,total,all,count_thousands,count,77.18,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0966
2015,,Tunis,total,all,count_thousands,count,78.73,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0986
2015,,Tunis,total,all,count_thousands,count,82.48,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1034
2016,,Tunis,total,all,count_thousands,count,91.99,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1156
2016,,Tunis,total,all,count_thousands,count,90.46,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1136
2016,,Tunis,total,all,count_thousands,count,89.69,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1126
2016,,Tunis,total,all,count_thousands,count,89.19,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.112
2016,,Tunis,total,all,count_thousands,count,86.01,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.1079
2007,,Sfax,total,all,count_thousands,count,30.33,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0367
2007,,Sfax,total,all,count_thousands,count,30.57,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.037
2007,,Sfax,total,all,count_thousands,count,31.98,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0388
2007,,Sfax,total,all,count_thousands,count,31.32,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.038
2007,,Sfax,total,all,count_thousands,count,29.36,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0355
2008,,Sfax,total,all,count_thousands,count,34.33,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0418
2008,,Sfax,total,all,count_thousands,count,33.61,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0409
2008,,Sfax,total,all,count_thousands,count,33.31,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0405
2008,,Sfax,total,all,count_thousands,count,34.62,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0422
2008,,Sfax,total,all,count_thousands,count,35.05,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0428
2009,,Sfax,total,all,count_thousands,count,40.09,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0492
2009,,Sfax,total,all,count_thousands,count,38.02,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0466
2009,,Sfax,total,all,count_thousands,count,38.64,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0474
2009,,Sfax,total,all,count_thousands,count,39.39,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0483
2009,,Sfax,total,all,count_thousands,count,40.14,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0493
2010,,Sfax,total,all,count_thousands,count,26.61,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.032
2010,,Sfax,total,all,count_thousands,count,26.85,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0323
2010,,Sfax,total,all,count_thousands,count,26.1,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0313
2010,,Sfax,total,all,count_thousands,count,26.03,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0312
2010,,Sfax,total,all,count_thousands,count,27.66,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0333
2012,,Sfax,total,all,count_thousands,count,41.63,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0512
2012,,Sfax,total,all,count_thousands,count,39.91,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.049
2012,,Sfax,total,all,count_thousands,count,41.2,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0506
2012,,Sfax,total,all,count_thousands,count,40.43,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0496
2012,,Sfax,total,all,count_thousands,count,39.23,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0481
2013,,Sfax,total,all,count_thousands,count,40.43,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0496
2013,,Sfax,total,all,count_thousands,count,41.85,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0515
2013,,Sfax,total,all,count_thousands,count,39.96,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.049
2013,,Sfax,total,all,count_thousands,count,41.88,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0515
2013,,Sfax,total,all,count_thousands,count,36.86,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0451
2014,,Sfax,total,all,count_thousands,count,40.99,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0504
2014,,Sfax,total,all,count_thousands,count,40.1,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0492
2014,,Sfax,total,all,count_thousands,count,39.64,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0486
2014,,Sfax,total,all,count_thousands,count,40.11,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0492
2014,,Sfax,total,all,count_thousands,count,37.61,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.046
2015,,Sfax,total,all,count_thousands,count,30.8,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0373
2015,,Sfax,total,all,count_thousands,count,31.33,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.038
2015,,Sfax,total,all,count_thousands,count,32.37,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0393
2015,,Sfax,total,all,count_thousands,count,30.52,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.037
2015,,Sfax,total,all,count_thousands,count,30.25,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0366
2016,,Sfax,total,all,count_thousands,count,34.47,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.042
2016,,Sfax,total,all,count_thousands,count,35.96,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0439
2016,,Sfax,total,all,count_thousands,count,35.35,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0431
2016,,Sfax,total,all,count_thousands,count,34.44,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.042
2016,,Sfax,total,all,count_thousands,count,35.54,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0434
2007,,Ben Arous,total,all,count_thousands,count,28.08,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0339
2007,,Ben Arous,total,all,count_thousands,count,28.81,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0348
2007,,Ben Arous,total,all,count_thousands,count,27.41,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.033
2007,,Ben Arous,total,all,count_thousands,count,27.72,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0334
2007,,Ben Arous,total,all,count_thousands,count,27.67,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0333
2008,,Ben Arous,total,all,count_thousands,count,24.86,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0297
2008,,Ben Arous,total,all,count_thousands,count,26.23,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0315
2008,,Ben Arous,total,all,count_thousands,count,26.2,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0315
2008,,Ben Arous,total,all,count_thousands,count,26.0,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0312
2008,,Ben Arous,total,all,count_thousands,count,25.82,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.031
2009,,Ben Arous,total,all,count_thousands,count,26.81,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0322
2009,,Ben Arous,total,all,count_thousands,count,27.65,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0333
2009,,Ben Arous,total,all,count_thousands,count,27.71,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0334
2009,,Ben Arous,total,all,count_thousands,count,27.33,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0329
2009,,Ben Arous,total,all,count_thousands,count,27.86,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0336
2010,,Ben Arous,total,all,count_thousands,count,26.32,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0316
2010,,Ben Arous,total,all,count_thousands,count,27.47,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0331
2010,,Ben Arous,total,all,count_thousands,count,26.14,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0314
2010,,Ben Arous,total,all,count_thousands,count,26.2,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0315
2010,,Ben Arous,total,all,count_thousands,count,25.94,regional_annual_noisy,0,0,0,0,0,0,0,1,0,0.0311
2012,,Ben Arous,total,all,count_thousands,count,41.47,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.051
2012,,Ben Arous,total,all,count_thousands,count,43.97,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0542
2012,,Ben Arous,total,all,count_thousands,count,44.08,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0543
2012,,Ben Arous,total,all,count_thousands,count,47.25,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0584
2012,,Ben Arous,total,all,count_thousands,count,43.75,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0539
2013,,Ben Arous,total,all,count_thousands,count,40.36,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0496
2013,,Ben Arous,total,all,count_thousands,count,39.96,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.049
2013,,Ben Arous,total,all,count_thousands,count,38.6,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0473
2013,,Ben Arous,total,all,count_thousands,count,41.37,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0508
2013,,Ben Arous,total,all,count_thousands,count,40.9,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0502
2014,,Ben Arous,total,all,count_thousands,count,32.76,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0398
2014,,Ben Arous,total,all,count_thousands,count,31.13,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0378
2014,,Ben Arous,total,all,count_thousands,count,33.35,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0406
2014,,Ben Arous,total,all,count_thousands,count,30.65,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0371
2014,,Ben Arous,total,all,count_thousands,count,32.56,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0396
2015,,Ben Arous,total,all,count_thousands,count,53.29,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0661
2015,,Ben Arous,total,all,count_thousands,count,48.51,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.06
2015,,Ben Arous,total,all,count_thousands,count,49.15,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0608
2015,,Ben Arous,total,all,count_thousands,count,50.15,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0621
2015,,Ben Arous,total,all,count_thousands,count,49.24,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0609
2016,,Ben Arous,total,all,count_thousands,count,45.77,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0565
2016,,Ben Arous,total,all,count_thousands,count,48.1,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0594
2016,,Ben Arous,total,all,count_thousands,count,46.47,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0574
2016,,Ben Arous,total,all,count_thousands,count,48.68,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0602
2016,,Ben Arous,total,all,count_thousands,count,46.68,regional_annual_noisy,1,0,0,0,0,0,0,1,0,0.0576
